"id","rate"
"06021",334.15
"06023",85.11
"06025",16.08
"06027",364.36
"06029",50.29
"06031",97.96
"06033",45.32
"06035",317.41
"06037",4.51
"06039",154.1
"06041",0.07
"06043",47.83
"06045",25.6
"06047",63.41
"06049",1149.79
"06051",293.05
"06053",30.75
"06055",29.78
"06057",141.4
"06059",1.12
"06061",11.51
"06063",910.53
"06065",12.49
"06067",10.84
"06069",30.91
"06071",12.32
"06073",7.44
"06075",19.41
"06077",40.56
"06079",23.48
"06081",3.43
"06083",34.08
"06085",1.32
"06087",1.23
"06089",132.74
"06091",561.07
"06093",639.71
"06095",66.85
"06097",15.47
"06099",33.2
"06101",74.93
"06103",65.67
"06105",610.07
"06107",97.49
"06109",297.23
"06111",19.82
"06113",168.39
"06115",65.74
"08001",24.17
"08003",343.98
"08005",5.61
"08007",156.84
"08009",3894.93
"08011",565.47
"08013",11.52
"08014",0.58
"08015",98.73
"08017",3384.16
"08019",113.98
"08021",148.06
"08023",229.93
"08025",74.12
"08027",45.39
"08029",240.03
"08031",18.49
"08033",207.76
"08035",2.13
"08037",32.51
"08039",97.89
"08041",4.27
"08043",27.76
"08045",129.39
"08049",143.25
"08051",163.23
"08053",36.73
"08055",27.81
"08057",713.87
"08059",93.34
"08061",4965.91
"08063",1850.72
"08065",123.56
"08067",132.2
"08069",337.9
"08071",34.86
"08073",1375.64
"08075",293.78
"08077",48.59
"08079",200
"08081",44.51
"08083",127.77
"08085",55.05
"08087",326.15
"08089",163.52
"08091",11.66
"08093",84.34
"08095",1489.29
"08097",8.04
"08099",715.15
"08101",48.07
"08103",157.13
"08105",497.02
"08107",130.66
"08109",637.4
"08113",144.59
"08115",1709.47
"08117",46.26
"08119",24.48
"08121",2212.47
"08123",71.13
"08125",1995.33
"09001",0.26
"09003",11.27
"09005",6
"09007",2.29
"09009",4.95
"09011",5.79
"09013",31.42
"09015",6.82
"11001",1216.67
"10001",81.1
"10003",5.36
"10005",56.4
"12001",94.64
"12003",66.43
"12005",0.71
"12009",1.71
"12011",4.33
"12013",65.66
"12015",12.01
"12017",0.24
"12019",0.11
"12021",14.59
"12023",29.8
"12027",147.8
"12029",1.86
"12031",1.39
"12033",5.74
"12035",4.52
"12039",22.78
"12041",17.79
"12043",222.1
"12047",26.91
"12049",114.05
"12051",333.95
"12053",7.81
"12055",51.34
"12057",6.06
"12059",75.77
"12061",31.02
"12063",215.01
"12065",24.23
"12067",18.76
"12069",17.52
"12071",5.63
"12073",25.86
"12075",57.12
"12077",162.1
"12079",36.33
"12081",27.81
"12083",10.62
"12085",8.35
"12086",13.97
"12087",1.42
"12089",1.12
"12091",11.4
"12093",84.81
"12095",5.21
"12097",3.24
"12099",10.14
"12101",2.31
"12103",0.71
"12105",24.38
"12107",9.75
"12109",6.67
"12111",48.88
"12113",16.98
"12115",6.65
"12117",8.39
"12119",7.51
"12121",44.43
"12123",0.36
"12127",2.82
"12129",36.22
"12131",18.74
"12133",26.36
"13001",154.21
"13003",323.02
"13005",361.65
"13007",1479.15
"13013",16.51
"13015",13.63
"13017",59.98
"13019",195.22
"13021",21.75
"13023",103.61
"13025",10.61
"13027",121.64
"13029",16.93
"13031",89.58
"13033",142.37
"13035",0.09
"13037",279.27
"13043",177.69
"13045",18.84
"13047",0.04
"13051",1.96
"13055",3.68
"13057",7.51
"13059",374.31
"13061",232.46
"13063",4.31
"13065",107.71
"13067",2.02
"13069",137.14
"13071",143.32
"13073",0
"13075",74.91
"13077",17.22
"13079",23.1
"13081",97.28
"13083",0.12
"13085",0.25
"13087",218.94
"13089",2.7
"13091",75.11
"13093",478.45
"13095",13.26
"13097",1.2
"13099",493.04
"13101",5.86
"13103",12.15
"13105",17.88
"13107",123.96
"13109",191.83
"13111",1.76
"13113",1.3
"13115",9.58
"13117",10.3
"13119",0.43
"13121",42.17
"13123",56.69
"13125",24.08
"13127",23.15
"13129",14.78
"13131",89.18
"13133",18.12
"13135",1.46
"13137",48.41
"13139",62.39
"13141",3.35
"13143",0.66
"13145",38.08
"13147",7.54
"13151",1.14
"13153",21.77
"13155",304.96
"13157",23.88
"13159",0.5
"13161",88.91
"13163",109.58
"13165",159.24
"13167",51.6
"13171",38.75
"13173",71.15
"13175",32.02
"13177",122.57
"13179",1.61
"13183",3.59
"13185",21.31
"13187",0.11
"13189",29.53
"13193",176.26
"13195",0.3
"13197",177.38
"13199",10.2
"13201",1083.96
"13205",259.26
"13207",4.85
"13209",51.26
"13211",18.18
"13213",33.67
"13215",1.42
"13217",1.14
"13219",63.53
"13221",5.27
"13223",0.07
"13225",155.09
"13229",207.27
"13231",3.3
"13233",5.67
"13235",255.87
"13237",82.17
"13239",18.2
"13241",80.03
"13243",276.61
"13245",5.39
"13247",23.92
"13249",36.51
"13251",181.83
"13253",297.33
"13255",31.16
"13257",3.16
"13259",85.83
"13261",135.31
"13263",0.04
"13267",178.88
"13269",68.2
"13271",49.52
"13273",919.31
"13275",48.78
"13277",269.47
"13279",117.36
"13281",0.07
"13283",33.16
"13285",1.53
"13287",177.3
"13289",70.01
"13291",78.86
"13293",0.53
"13295",8.61
"13297",11.44
"13299",46.38
"13301",4.49
"13303",49.33
"13305",53.15
"13307",377.45
"13309",93.98
"13311",0.6
"13313",1.07
"13315",205.13
"13317",27.49
"13319",13.82
"13321",192.41
"15001",76.48
"15003",20.04
"15007",33.49
"15009",29.84
"19001",464.39
"19003",658.86
"19005",184.67
"19007",380.96
"19009",491.5
"19011",205.49
"19013",64.72
"19015",148.64
"19017",202.12
"19019",362.06
"19021",349.34
"19023",394.13
"19025",1010.41
"19027",210.22
"19029",405.76
"19031",297.65
"19033",167.94
"19035",318.8
"19037",626.88
"19039",652.74
"19041",296.11
"19043",310.25
"19045",138.26
"19047",566.67
"19049",60.88
"19051",559.76
"19053",602.86
"19055",583.71
"19057",86.49
"19059",153.7
"19061",47.02
"19063",337.26
"19065",765.59
"19067",288.49
"19069",725.02
"19071",962.92
"19073",443.6
"19075",739.82
"19077",361.97
"19079",708.99
"19081",481.72
"19083",1095.39
"19085",380.12
"19087",262.91
"19089",599.63
"19091",410.49
"19093",690.23
"19095",364.08
"19097",180.12
"19099",141.25
"19101",404.94
"19103",34.25
"19105",190.13
"19107",710.41
"19109",517.34
"19111",155.79
"19113",21.93
"19115",522
"19117",605.04
"19119",312.72
"19121",236.06
"19123",277.1
"19125",120.76
"19127",139.15
"19129",246.99
"19131",395.64
"19133",716.76
"19135",675.26
"19137",296.57
"19139",119.09
"19141",231.16
"19143",463.44
"19145",294.15
"19147",479.03
"19149",275.6
"19151",709.49
"19153",67.04
"19155",80.03
"19157",234.95
"19159",1238.09
"19161",1114.04
"19163",25.35
"19165",413.53
"19167",235.52
"19169",691.18
"19171",327.17
"19173",894.59
"19175",428.32
"19177",781.57
"19179",164.81
"19181",110.83
"19183",268.64
"19185",1584.94
"19187",382.38
"19189",300.55
"19191",421.19
"19193",110.23
"19195",521.46
"19197",501.81
"16001",91.57
"16003",919.09
"16005",53.74
"16007",249.65
"16009",547.76
"16011",666.55
"16013",153.94
"16015",599.16
"16017",114.09
"16019",185.37
"16021",293.05
"16023",364.8
"16025",793.13
"16027",49.21
"16029",700.37
"16031",386
"16033",2541.33
"16035",852.29
"16037",1044.82
"16039",227.09
"16041",79.99
"16043",732.58
"16045",123.72
"16047",147.28
"16049",1422.66
"16051",236.19
"16053",106.58
"16055",91.87
"16057",548.41
"16059",837.36
"16061",3863.96
"16063",297.43
"16065",91.23
"16067",194.37
"16069",467.06
"16071",385.46
"16073",198.15
"16075",49.64
"16077",1601.83
"16079",134.36
"16081",240.64
"16083",139.03
"16085",1073.47
"16087",116.14
"17001",123.25
"17003",357.36
"17005",643.2
"17007",107.29
"17009",319.48
"17011",326.34
"17013",385.69
"17015",255.4
"17017",225.72
"17019",85.54
"17021",146.02
"17023",383.02
"17025",582.38
"17027",291.51
"17029",78.32
"17031",4.51
"17033",224.05
"17035",276.57
"17037",120.1
"17039",164.21
"17041",163.19
"17043",5.11
"17045",268.37
"17047",691.15
"17049",161.94
"17051",604.24
"17053",319.54
"17055",160.35
"17057",197.14
"17059",1244.94
"17061",312
"17063",78.77
"17065",1422.22
"17067",438.9
"17069",119.22
"17071",565.12
"17073",213.93
"17075",349.32
"17077",108.33
"17079",611.71
"17081",227.52
"17083",105.83
"17085",297.6
"17087",248.17
"17089",15.06
"17091",59.15
"17093",21.67
"17095",111.2
"17097",1.12
"17099",94.66
"17101",442.36
"17103",234.12
"17105",241.53
"17107",204.5
"17109",149.99
"17111",27.06
"17113",50.16
"17115",34.93
"17117",244.8
"17119",23.74
"17121",211.06
"17123",274.38
"17125",319.66
"17127",119.64
"17129",194.61
"17131",456.92
"17133",148.34
"17135",267.33
"17137",136.61
"17139",192.48
"17141",212.08
"17143",144.22
"17145",249.3
"17147",230.17
"17149",446.65
"17151",862.68
"17153",335
"17155",210.8
"17157",209.91
"17159",468.89
"17161",26.06
"17163",28.28
"17165",283.7
"17167",72.22
"17169",403.37
"17171",361.06
"17173",265.9
"17175",800.39
"17177",131.83
"17179",26.54
"17181",198.93
"17183",80.34
"17185",223.74
"17187",292.83
"17189",913.29
"17191",1063.4
"17193",915.04
"17195",126.24
"17197",13.36
"17199",79.07
"17201",12.09
"17203",95.39
"18001",92.86
"18003",11.14
"18005",48
"18007",340.99
"18009",120.98
"18011",70.28
"18013",8.99
"18015",224.73
"18017",111.29
"18019",20.12
"18021",122.87
"18023",117.38
"18025",35.79
"18027",201.23
"18029",15.21
"18031",170.16
"18033",79.69
"18035",37.4
"18037",125.09
"18039",9.63
"18041",48.69
"18043",2.79
"18045",226.69
"18047",60.35
"18049",142.31
"18051",335.87
"18053",59.8
"18055",150.23
"18057",6.31
"18059",29.84
"18061",69.99
"18063",18.82
"18065",84.64
"18067",21.79
"18069",106.05
"18071",150.24
"18073",204.34
"18075",227.14
"18077",166.27
"18079",178.67
"18081",16.24
"18083",233.09
"18085",68.78
"18087",35.89
"18089",5.16
"18091",25.92
"18093",107.57
"18095",25.09
"18097",14.88
"18099",74.02
"18101",101.76
"18103",44.16
"18105",6.46
"18107",92.69
"18109",28.34
"18111",222.65
"18113",57.24
"18115",28.05
"18117",54.75
"18119",74.25
"18121",205.65
"18123",116.14
"18125",307.9
"18127",13.11
"18129",331.57
"18131",492.67
"18133",85.62
"18135",169.67
"18137",138.53
"18139",155.92
"18141",9.67
"18143",126.85
"18145",83.8
"18147",172.69
"18149",128.46
"18151",73.55
"18153",280.89
"18155",170.61
"18157",71.38
"18159",89.18
"18161",132.66
"18163",13.19
"18165",109.54
"18167",38.71
"18169",116.6
"18171",345.57
"18173",67.62
"18175",147.33
"18177",34.82
"18179",111.99
"18181",201.67
"18183",111.28
"20001",341.2
"20003",469.49
"20005",200.64
"20007",535.34
"20009",201.25
"20011",104.92
"20013",564.61
"20015",56.58
"20017",238.16
"20019",108.47
"20021",354.2
"20023",2134.49
"20025",785.35
"20027",501.43
"20029",521.16
"20031",338.84
"20033",577.37
"20035",126.71
"20037",114.05
"20039",1690.54
"20041",252.16
"20043",451.73
"20045",33.54
"20047",1546.63
"20049",253.16
"20051",191.94
"20053",393.83
"20055",366.52
"20057",432.54
"20059",137.03
"20061",23.13
"20063",2435.96
"20065",2496.56
"20067",806.95
"20069",1224.22
"20071",6489.98
"20073",160.62
"20075",2213.24
"20077",905.37
"20079",135.22
"20081",1494.28
"20083",1745.28
"20085",163.65
"20087",114.1
"20089",2284.75
"20091",2.07
"20093",1819.32
"20095",529.87
"20097",854.64
"20099",275.8
"20101",2401.15
"20103",16.68
"20105",1171.92
"20107",236.14
"20109",2785.48
"20111",137.94
"20113",205.59
"20115",353.35
"20117",735.82
"20119",665.65
"20121",55.77
"20123",997.75
"20125",120.45
"20127",317.66
"20129",2176.57
"20131",638.19
"20133",309.8
"20135",1014.83
"20137",890.38
"20139",162.61
"20141",1408.18
"20143",602.93
"20145",660.19
"20147",858.23
"20149",88.7
"20151",620.99
"20153",3263.58
"20155",162.17
"20157",1820.3
"20159",710.6
"20161",180.53
"20163",1154.29
"20165",946.04
"20167",368.51
"20169",160.27
"20171",1436.15
"20173",13.63
"20175",327.27
"20177",46.08
"20179",3609.67
"20181",2583.13
"20183",1576.34
"20185",1183.9
"20187",4126.76
"20189",1686.63
"20191",547.76
"20193",2273.45
"20195",1463.59
"20197",186.38
"20199",3224.05
"20201",1239.63
"20203",2488.1
"20205",536.15
"20207",456.26
"20209",2.59
"21001",84.73
"21003",211.19
"21005",6.6
"21007",309.36
"21009",76.81
"21011",94.11
"21013",2.47
"21015",6.01
"21017",120.63
"21019",2.62
"21021",7.98
"21023",68.95
"21025",18.05
"21027",129.99
"21029",1.81
"21031",93.26
"21033",178.42
"21035",82.35
"21037",1.6
"21039",337.85
"21041",37.73
"21043",17.63
"21045",53.88
"21047",130.3
"21049",121.1
"21051",48.96
"21053",164.26
"21055",144.84
"21057",17.02
"21059",55.68
"21061",232.71
"21063",2.66
"21065",6.5
"21067",45.87
"21069",181.81
"21071",1.45
"21073",46.67
"21075",415.84
"21077",66.73
"21079",31.24
"21081",31.17
"21083",212.49
"21085",42.67
"21087",100.9
"21089",7.57
"21091",82.19
"21093",21.79
"21097",85.18
"21099",39.74
"21101",150.49
"21103",78.29
"21105",596.65
"21107",86.56
"21109",20.14
"21111",4.79
"21113",4.06
"21115",26.6
"21117",1
"21121",8.31
"21123",96.69
"21125",70.15
"21127",0.94
"21129",19.17
"21133",5.78
"21135",61.65
"21137",29.3
"21139",179.8
"21141",334.85
"21143",65.1
"21145",28.91
"21147",229.1
"21149",317.12
"21151",7.03
"21153",3.06
"21155",43.1
"21157",37.21
"21161",92.97
"21163",25.91
"21165",394.52
"21167",27.21
"21169",91.04
"21171",237.97
"21173",65.45
"21175",47.34
"21177",43.69
"21179",27.19
"21181",408.38
"21183",165.15
"21185",5.37
"21187",55.16
"21189",38.17
"21191",34.51
"21193",12.54
"21197",62.58
"21199",21.71
"21201",84.64
"21203",25.42
"21205",96.02
"21207",23.91
"21209",16.44
"21211",75.17
"21213",233.63
"21215",37.55
"21217",39.76
"21219",390.28
"21221",508.38
"21223",125.36
"21225",326.28
"21227",63.1
"21229",78.46
"21231",41.57
"21233",154.54
"21235",3.53
"21237",13.49
"21239",21.47
"22001",56.23
"22003",13.93
"22005",1.41
"22007",3.35
"22009",124.3
"22011",5.63
"22013",90.1
"22015",9.18
"22017",11.96
"22019",5.52
"22021",130.76
"22023",60.16
"22025",736.48
"22027",21.42
"22029",382.42
"22031",8.15
"22033",11.13
"22035",916.95
"22037",4.8
"22039",42.95
"22041",381.33
"22043",91.67
"22045",11.61
"22047",7.8
"22051",0.44
"22053",72.75
"22055",13.03
"22057",8.59
"22059",2.55
"22061",13.15
"22063",3.65
"22065",943.16
"22067",561.17
"22069",163.26
"22071",294.98
"22073",19.81
"22075",112.07
"22077",128.2
"22079",172.24
"22081",142
"22083",619.99
"22085",6.23
"22087",1.15
"22089",76.94
"22091",0.14
"22093",1.71
"22095",71.71
"22097",68.76
"22099",15.84
"22101",4.79
"22103",0.79
"22105",25.62
"22107",1873.48
"22109",26.51
"22111",86.06
"22113",42.69
"22115",9.74
"22117",6.91
"22119",7.28
"22121",32.8
"22123",476.09
"22125",59.27
"22127",107.35
"25001",14.33
"25003",3.64
"25005",1.21
"25009",0.37
"25011",13.84
"25013",4.65
"25015",57.48
"25017",1.32
"25019",11.49
"25021",0.32
"25023",5.72
"25025",12.76
"25027",6.27
"24001",4.28
"24003",11.57
"24005",2.29
"24009",9.71
"24011",82.27
"24013",12.24
"24015",12.48
"24017",6.93
"24019",138.52
"24021",56.63
"24023",17.47
"24025",2.68
"24027",2.69
"24029",156.87
"24031",0.87
"24033",334.41
"24035",62.97
"24037",10.23
"24039",48.62
"24041",91.64
"24043",28.44
"24045",40.61
"24047",44
"24510",3.23
"23001",15.49
"23003",214.62
"23005",5.86
"23007",7.88
"23009",8.39
"23011",10.07
"23013",6.7
"23015",0.5
"23017",8.24
"23019",65.65
"23021",42.05
"23023",0.13
"23025",9.62
"23027",6.06
"23029",34.84
"23031",0.87
"26001",53.9
"26003",121.25
"26005",53.11
"26007",36.69
"26009",23.51
"26011",110.53
"26013",33.04
"26015",29.03
"26017",42.45
"26019",11.27
"26021",32.37
"26023",99.82
"26025",31.26
"26027",41.59
"26029",1.69
"26031",3.5
"26033",31.83
"26035",16.88
"26037",60.56
"26039",51.78
"26041",181.13
"26043",12.86
"26045",41.29
"26047",3.28
"26049",11.48
"26051",26.66
"26053",366.35
"26055",33.86
"26057",123.88
"26059",131.96
"26061",42.79
"26063",403.89
"26065",75.02
"26067",48.64
"26069",96.98
"26071",56.57
"26073",65.79
"26075",21.25
"26077",10.04
"26079",1.18
"26081",14.06
"26085",150.26
"26087",31.85
"26089",36.63
"26091",101.14
"26093",13.07
"26095",2.39
"26097",148.99
"26099",2.22
"26101",83.27
"26103",19.65
"26105",43.82
"26107",37.65
"26109",143.63
"26111",17.34
"26113",107.11
"26115",31.19
"26117",55.11
"26119",35.16
"26121",14.53
"26123",33.95
"26125",1
"26127",53.09
"26129",75.97
"26131",158.9
"26133",33.03
"26135",306.94
"26137",19.49
"26139",15.75
"26141",52.63
"26145",25.95
"26147",31.58
"26149",33.98
"26151",267.78
"26153",63.65
"26155",66.67
"26157",164.8
"26159",87.81
"26161",11.88
"26163",2.13
"26165",149.42
"27001",94.23
"27003",1.16
"27005",331.21
"27007",71.28
"27009",89.33
"27011",978.07
"27013",117.34
"27015",255.64
"27017",11.36
"27019",21.83
"27021",205.68
"27023",542.28
"27025",40.27
"27027",301.14
"27029",224.83
"27031",717.82
"27033",427.12
"27035",24.68
"27037",14.71
"27039",251.81
"27041",141.53
"27043",525.81
"27045",314.66
"27047",306.26
"27049",109.55
"27051",1111.74
"27053",24.68
"27055",83.99
"27057",69.71
"27059",73.99
"27061",107.61
"27063",541.53
"27065",82.05
"27067",182.1
"27069",2618.57
"27071",45.33
"27073",894.08
"27077",350.77
"27079",114.76
"27081",1104.02
"27083",335.1
"27085",127.64
"27087",1531.44
"27089",2352.89
"27091",318.9
"27093",206.39
"27095",55.45
"27097",147.09
"27099",296.12
"27101",731.22
"27103",168.56
"27105",374.88
"27107",2052.07
"27109",43.73
"27111",225.67
"27113",735.89
"27115",51.39
"27117",453.99
"27119",761.39
"27121",511.71
"27123",58.26
"27125",1021.37
"27127",530.32
"27129",685.61
"27131",67.2
"27133",405.14
"27135",927.95
"27137",64.5
"27139",12.31
"27141",18.61
"27143",379.61
"27145",86.37
"27147",131.09
"27149",811.31
"27151",862.39
"27153",245.11
"27155",2258.02
"27157",130.19
"27159",127.06
"27161",231
"27163",4.85
"27165",417.51
"27167",4185.44
"27169",47.59
"27171",30.56
"27173",612.18
"29001",158.42
"29003",200.73
"29005",1180.35
"29007",328.56
"29009",113.87
"29011",671.09
"29013",409.01
"29015",45.56
"29017",61.91
"29019",130.59
"29021",84.52
"29023",113.23
"29025",296.68
"29027",89.17
"29029",0.1
"29031",47
"29033",889.88
"29035",14.76
"29037",28.14
"29039",31.93
"29041",810.9
"29043",11.61
"29045",881.99
"29047",12.33
"29049",127.79
"29051",28.68
"29053",288.56
"29055",4.18
"29057",201.97
"29059",10.99
"29061",440.7
"29063",258.89
"29065",113.41
"29067",132.16
"29069",152.18
"29071",20.05
"29073",49.39
"29075",866.08
"29077",11.45
"29079",547.25
"29081",855.72
"29083",165.08
"29085",17.28
"29087",1404.43
"29089",135.23
"29091",9.63
"29095",174.46
"29097",29.65
"29099",2.96
"29101",70.87
"29103",1877.22
"29105",10.14
"29107",205.82
"29109",29.16
"29111",792.36
"29113",78.59
"29115",239.92
"29117",471.02
"29119",127.93
"29121",294.36
"29123",6.04
"29125",9.15
"29127",220.54
"29129",1070.82
"29131",22.75
"29133",393.1
"29135",109.83
"29137",666.31
"29139",391.75
"29141",39.35
"29143",388.51
"29145",19.55
"29147",308.7
"29149",10.43
"29151",57.11
"29153",6.78
"29155",421.37
"29157",117.13
"29159",154.6
"29161",119.62
"29163",322.34
"29165",101.9
"29167",21.15
"29169",0.57
"29171",727.41
"29173",435.78
"29175",62.78
"29177",185.75
"29181",135.69
"29183",9.55
"29185",98.93
"29186",59.08
"29187",15.6
"29189",1.33
"29195",308.24
"29197",481.46
"29199",1491.12
"29201",95.04
"29203",52.86
"29205",801.24
"29207",480.01
"29209",0.05
"29211",612.35
"29213",2.56
"29215",84.53
"29217",309.1
"29219",45.72
"29221",48.66
"29223",11.22
"29225",13.71
"29227",794.22
"29229",8.81
"29510",260.92
"28001",46.32
"28003",41.97
"28005",27.29
"28007",28.49
"28009",82.65
"28011",531.17
"28013",179.99
"28015",122.46
"28017",190.64
"28019",162.89
"28021",33.12
"28023",4.32
"28025",32.36
"28027",387.54
"28029",43.28
"28031",114.5
"28033",15.82
"28035",53.84
"28037",304.83
"28039",26.12
"28041",1.28
"28043",99.57
"28047",17.51
"28049",81.73
"28051",315.82
"28053",1365.68
"28055",4097.93
"28057",29.93
"28059",1.66
"28061",63.45
"28063",163.22
"28065",21.19
"28067",67.8
"28069",12.24
"28071",189.41
"28073",6.13
"28075",8.19
"28077",40.21
"28079",45.86
"28081",59.16
"28083",501.6
"28085",40.23
"28087",47.03
"28089",65.18
"28091",8.55
"28093",45.52
"28095",88.8
"28097",91.69
"28099",10.22
"28101",28.54
"28103",397.56
"28105",192.21
"28107",236.04
"28109",49.27
"28111",4.75
"28113",48.37
"28115",51.63
"28117",60.29
"28119",1354.5
"28121",19.32
"28123",294.99
"28125",1614.34
"28127",5.37
"28129",18.62
"28131",115.28
"28133",1023.44
"28135",550.18
"28137",18.37
"28139",26.98
"28141",8.66
"28143",796
"28145",45.23
"28147",15.91
"28149",74.23
"28151",768.03
"28153",14
"28155",87.46
"28157",5.48
"28159",12.88
"28161",113.26
"28163",473.49
"30001",730.07
"30003",534.48
"30005",1477.2
"30007",364.72
"30009",271.46
"30011",1918.41
"30013",171.82
"30015",4293.49
"30017",395.64
"30019",3199.89
"30021",342.39
"30023",371.06
"30025",629.38
"30027",837.61
"30029",149.33
"30031",245.56
"30033",1581.32
"30035",383.95
"30037",1210.31
"30039",393.99
"30041",872.69
"30043",73.21
"30045",3212.48
"30047",32.45
"30049",205.5
"30051",2654.75
"30053",661.03
"30055",3999.08
"30057",258.16
"30059",1037.2
"30061",460.63
"30063",499.92
"30065",317.38
"30067",118.65
"30069",4074.2
"30071",1585.41
"30073",1364.51
"30075",568.49
"30077",59.54
"30079",931.44
"30081",302.24
"30083",790.14
"30085",1041.39
"30087",233.64
"30089",361.01
"30091",1769.39
"30093",84.65
"30095",184.14
"30097",355.87
"30099",1495.64
"30101",1538.52
"30103",1758.99
"30105",2033.62
"30107",981.84
"30109",1181.27
"30111",77.46
"37001",10.64
"37003",24.23
"37005",18.78
"37007",60.38
"37009",22.95
"37011",7.32
"37013",199.41
"37015",232.31
"37017",208.95
"37019",14.95
"37021",64.66
"37023",10.55
"37025",4.58
"37027",8.23
"37029",100.33
"37031",32.16
"37033",109.72
"37035",3.64
"37037",26.13
"37039",38.91
"37041",68.22
"37043",0.35
"37045",17.33
"37047",210.82
"37049",46.17
"37051",18.13
"37053",22.8
"37055",1.03
"37057",5.1
"37059",19.11
"37061",197.25
"37063",10.28
"37065",89.85
"37067",6.61
"37069",41.62
"37071",20.4
"37073",102.53
"37075",118.21
"37077",28.49
"37079",158
"37081",18.52
"37083",53.24
"37085",55.62
"37087",16.22
"37089",116.37
"37091",96.35
"37093",29.2
"37095",757.01
"37097",13.3
"37099",2.38
"37101",45.68
"37103",463.8
"37105",58.97
"37107",142.87
"37109",5.52
"37111",25.68
"37113",161.61
"37115",13.23
"37117",98.19
"37119",1.33
"37121",48.54
"37123",36.31
"37125",9.32
"37127",27.77
"37129",1.39
"37131",150.02
"37133",9.56
"37135",6.32
"37137",156.16
"37139",97.81
"37141",28.59
"37143",197.84
"37145",107.45
"37147",39.52
"37149",43.38
"37151",14.99
"37153",53.81
"37155",98.83
"37157",37.12
"37159",12.09
"37161",6.67
"37163",227.03
"37165",30.44
"37167",21.18
"37169",46.58
"37171",32.69
"37173",101.99
"37175",148.25
"37177",561.03
"37179",42.87
"37181",35.05
"37183",63.54
"37185",57.63
"37187",412.25
"37189",4.48
"37191",76.77
"37193",45.89
"37195",47.33
"37197",66.27
"37199",50.54
"38001",2116.68
"38003",2986.92
"38005",4209.61
"38007",1573.6
"38009",2937.22
"38011",1203.38
"38013",3985.76
"38015",248.75
"38017",366.88
"38019",9848.4
"38021",6716.68
"38023",3857.24
"38025",1314.64
"38027",2972.9
"38029",3809.57
"38031",3623.34
"38033",1814.93
"38035",467.77
"38037",2464.83
"38039",3429.16
"38041",2963.56
"38043",3134.93
"38045",6926.77
"38047",4162.42
"38049",2527.81
"38051",3364.16
"38053",1101.34
"38055",1412.18
"38057",357.34
"38059",386.4
"38061",1049.22
"38063",4858.02
"38065",1364.15
